File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF237SGW	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR185QFX	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-687'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/256051/'], '@type': ['Target', 'Item'], 'name': 'ZNF549-human', 'label': 'ZNF549', '@id': '/targets/ZNF549-human/', 'title': 'ZNF549 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '393443cb-3ee9-4825-86a6-eea6e1a3f0e9', 'status': 'released'}				ZNF549-human	DNA						2018-07-11	ENCODE			450-650	2, 3	2_1, 3_1							/files/ENCFF136TPA/, /files/ENCFF717UFX/, /files/ENCFF013SWW/, /files/ENCFF419RSJ/	91395	ENCODE Processing Pipeline	49ada59e4d3a186e7af5dcd3d8a7b108		https://www.encodeproject.org/files/ENCFF237SGW/@@download/ENCFF237SGW.bed.gz				released	s3://encode-public/2018/04/18/d06459d6-b408-4ace-b81d-9862b7ffd226/ENCFF237SGW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/18/d06459d6-b408-4ace-b81d-9862b7ffd226/ENCFF237SGW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	released	missing biosample characterization, inconsistent platforms, missing genetic modification characterization, mild to moderate bottlenecking, moderate library complexity		
ENCFF772OQU	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR676ZEF	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1156'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/57541/'], '@type': ['Target', 'Item'], 'name': 'ZNF398-human', 'label': 'ZNF398', '@id': '/targets/ZNF398-human/', 'title': 'ZNF398 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '3489bb82-57e5-4bbd-b63a-5158c8d32f03', 'status': 'released'}				ZNF398-human	DNA				formaldehyde		2017-04-06	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF414UZY/, /files/ENCFF054JCE/, /files/ENCFF546BAG/, /files/ENCFF419RSJ/	534386	ENCODE Processing Pipeline	7dfdbefb3c3af62e6495bc2f8bd35d29		https://www.encodeproject.org/files/ENCFF772OQU/@@download/ENCFF772OQU.bed.gz				released	s3://encode-public/2017/02/15/c822cb80-d213-428b-a49b-db5d8226c450/ENCFF772OQU.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/02/15/c822cb80-d213-428b-a49b-db5d8226c450/ENCFF772OQU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing biosample characterization, missing genetic modification characterization		
ENCFF901CWB	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR440COG	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/8187/'], '@type': ['Target', 'Item'], 'name': 'ZNF239-human', 'label': 'ZNF239', '@id': '/targets/ZNF239-human/', 'title': 'ZNF239 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '979347b7-1591-4b19-8e26-b6160815c768', 'status': 'released'}				ZNF239-human	DNA				formaldehyde		2016-10-07	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF419RSJ/, /files/ENCFF645BFB/, /files/ENCFF295AAT/, /files/ENCFF575OMV/	93727	ENCODE Processing Pipeline	69c63fa09ae460ac0ae345895d778099		https://www.encodeproject.org/files/ENCFF901CWB/@@download/ENCFF901CWB.bed.gz				released	s3://encode-public/2016/10/28/10ffc712-88a6-458e-a6a6-b2a2014a801e/ENCFF901CWB.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/10/28/10ffc712-88a6-458e-a6a6-b2a2014a801e/ENCFF901CWB.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing biosample characterization, missing genetic modification characterization		
ENCFF532KPP	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR906PEI	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001184	HEK293T	cell line	Homo sapiens										SP1-human	DNA						2017-05-18	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF225PQO/, /files/ENCFF946BKQ/, /files/ENCFF419RSJ/, /files/ENCFF088YYD/	23960	ENCODE Processing Pipeline	39458ea36461b1b16c304b951f6e23fc		https://www.encodeproject.org/files/ENCFF532KPP/@@download/ENCFF532KPP.bed.gz				released	s3://encode-public/2016/11/18/b9b918c5-9ce1-44f7-a6ce-1f245d58fdd2/ENCFF532KPP.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/18/b9b918c5-9ce1-44f7-a6ce-1f245d58fdd2/ENCFF532KPP.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived			
ENCFF265LNU	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR517DDU	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-726'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/197407/'], '@type': ['Target', 'Item'], 'name': 'ZNF48-human', 'label': 'ZNF48', '@id': '/targets/ZNF48-human/', 'title': 'ZNF48 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'f8005c26-118f-4b0f-a1e7-ccaff4c5e135', 'status': 'released'}				ZNF48-human	DNA				formaldehyde		2016-10-14	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF477PDI/, /files/ENCFF419RSJ/, /files/ENCFF059RUJ/, /files/ENCFF874UPM/	15318	ENCODE Processing Pipeline	5a4c3a8d05fee7df1e942ba94ae217fc		https://www.encodeproject.org/files/ENCFF265LNU/@@download/ENCFF265LNU.bed.gz				released	s3://encode-public/2018/02/15/81e65422-1869-424b-9ba6-fffacf6424f7/ENCFF265LNU.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/02/15/81e65422-1869-424b-9ba6-fffacf6424f7/ENCFF265LNU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing biosample characterization, missing genetic modification characterization		
ENCFF554RDX	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR242BGR	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/54989/'], '@type': ['Target', 'Item'], 'name': 'ZNF770-human', 'label': 'ZNF770', '@id': '/targets/ZNF770-human/', 'title': 'ZNF770 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '11fb841a-8399-4807-9e3a-ea91edc15892', 'status': 'released'}				ZNF770-human	DNA				formaldehyde		2018-01-29	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF862UFU/, /files/ENCFF505QMF/, /files/ENCFF419RSJ/, /files/ENCFF053MHP/	1044618	ENCODE Processing Pipeline	7553d7254e2d58dfe807df5479d9eb4b		https://www.encodeproject.org/files/ENCFF554RDX/@@download/ENCFF554RDX.bed.gz				released	s3://encode-public/2017/12/08/8cc494d6-d4eb-44cc-926b-8acf710d3cd8/ENCFF554RDX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/12/08/8cc494d6-d4eb-44cc-926b-8acf710d3cd8/ENCFF554RDX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	mild to moderate bottlenecking, low read depth, missing biosample characterization, missing genetic modification characterization		
ENCFF395BHY	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR714LYA	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7799/'], '@type': ['Target', 'Item'], 'name': 'PRDM2-human', 'label': 'PRDM2', '@id': '/targets/PRDM2-human/', 'title': 'PRDM2 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'd77037dc-f2e0-4dda-8dff-84f9ef392de4', 'status': 'released'}				PRDM2-human	DNA				formaldehyde		2016-10-25	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF808WHP/, /files/ENCFF419RSJ/, /files/ENCFF403FXI/, /files/ENCFF200FDL/	80948	ENCODE Processing Pipeline	3a86a18c57c74d494b924ac92b7672ef		https://www.encodeproject.org/files/ENCFF395BHY/@@download/ENCFF395BHY.bed.gz				released	s3://encode-public/2016/10/28/911d8451-b205-4704-b8a9-4cb586f77a0c/ENCFF395BHY.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/10/28/911d8451-b205-4704-b8a9-4cb586f77a0c/ENCFF395BHY.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing biosample characterization, missing genetic modification characterization, borderline replicate concordance		
ENCFF980EGS	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR892ZTO	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-820'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/147694/'], '@type': ['Target', 'Item'], 'name': 'ZNF548-human', 'label': 'ZNF548', '@id': '/targets/ZNF548-human/', 'title': 'ZNF548 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'b620b020-576b-4089-b80b-32327c2a598f', 'status': 'released'}				ZNF548-human	DNA				formaldehyde		2016-12-19	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF750PHG/, /files/ENCFF419RSJ/, /files/ENCFF831QXZ/, /files/ENCFF527RRN/	70406	ENCODE Processing Pipeline	206f38127cb131916d3aed06153b4f4e		https://www.encodeproject.org/files/ENCFF980EGS/@@download/ENCFF980EGS.bed.gz				released	s3://encode-public/2016/12/16/3e1e024c-87ef-4a1d-9bb5-f2b2a59500b5/ENCFF980EGS.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/16/3e1e024c-87ef-4a1d-9bb5-f2b2a59500b5/ENCFF980EGS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing biosample characterization, missing genetic modification characterization		
ENCFF032IPA	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR854ORP	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/59348/'], '@type': ['Target', 'Item'], 'name': 'ZNF350-human', 'label': 'ZNF350', '@id': '/targets/ZNF350-human/', 'title': 'ZNF350 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '5d0ea06a-ae0b-4a4a-9297-1cb18403de0e', 'status': 'released'}				ZNF350-human	DNA				formaldehyde		2017-04-06	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF962ASN/, /files/ENCFF419RSJ/, /files/ENCFF056YMS/, /files/ENCFF354UKT/	67751	ENCODE Processing Pipeline	80880f36314d4d298d69b2ca3789ea0c		https://www.encodeproject.org/files/ENCFF032IPA/@@download/ENCFF032IPA.bed.gz				released	s3://encode-public/2017/03/06/f39fd556-a8b5-438c-a901-5873e689403a/ENCFF032IPA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/03/06/f39fd556-a8b5-438c-a901-5873e689403a/ENCFF032IPA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	mild to moderate bottlenecking, missing biosample characterization, missing genetic modification characterization		
ENCFF825PWD	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR689YFA	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7705/'], '@type': ['Target', 'Item'], 'name': 'ZNF146-human', 'label': 'ZNF146', '@id': '/targets/ZNF146-human/', 'title': 'ZNF146 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '12e914c0-5569-4baf-9c49-9cae0a875331', 'status': 'released'}				ZNF146-human	DNA				formaldehyde		2016-10-07	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF268BIQ/, /files/ENCFF419RSJ/, /files/ENCFF714VZJ/, /files/ENCFF640WZZ/	648079	ENCODE Processing Pipeline	1c4e72148c2d4ca702bbbcec9db87a0d		https://www.encodeproject.org/files/ENCFF825PWD/@@download/ENCFF825PWD.bed.gz				released	s3://encode-public/2016/11/01/76a2b7d1-76bc-4f84-9e15-22a026ad8e7e/ENCFF825PWD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/01/76a2b7d1-76bc-4f84-9e15-22a026ad8e7e/ENCFF825PWD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing biosample characterization, missing genetic modification characterization		
ENCFF258PUP	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR858FAN	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-655'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/285268/'], '@type': ['Target', 'Item'], 'name': 'ZNF621-human', 'label': 'ZNF621', '@id': '/targets/ZNF621-human/', 'title': 'ZNF621 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '2f891b81-fe70-4436-884f-bc5782863710', 'status': 'released'}				ZNF621-human	DNA				formaldehyde		2017-04-06	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF480ZWT/, /files/ENCFF913CBA/, /files/ENCFF745LIP/, /files/ENCFF419RSJ/	40882	ENCODE Processing Pipeline	be654bb592706cc8081440291484f18c		https://www.encodeproject.org/files/ENCFF258PUP/@@download/ENCFF258PUP.bed.gz				released	s3://encode-public/2017/02/15/5a56b58e-5bef-4a6d-a2ea-c9854e04916b/ENCFF258PUP.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/02/15/5a56b58e-5bef-4a6d-a2ea-c9854e04916b/ENCFF258PUP.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing biosample characterization, missing genetic modification characterization		
ENCFF132UAB	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR707BNG	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'dbxrefs': ['FactorBook:MYNN'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/55892/'], '@type': ['Target', 'Item'], 'label': 'MYNN', 'title': 'MYNN (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '53c13b17-fad4-4cc9-a86d-24f051348d42', 'schema_version': '14', 'name': 'MYNN-human', '@id': '/targets/MYNN-human/', 'status': 'released'}				MYNN-human	DNA				formaldehyde		2016-10-07	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF419RSJ/, /files/ENCFF858FMW/, /files/ENCFF352CKY/, /files/ENCFF956ULT/	133111	ENCODE Processing Pipeline	f939f8a017cb3c8c8b339f5dc6a12d63		https://www.encodeproject.org/files/ENCFF132UAB/@@download/ENCFF132UAB.bed.gz				released	s3://encode-public/2016/11/01/b2c34455-3555-45f1-97ff-cb0aeb9ac704/ENCFF132UAB.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/01/b2c34455-3555-45f1-97ff-cb0aeb9ac704/ENCFF132UAB.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing biosample characterization, borderline replicate concordance, missing genetic modification characterization		
ENCFF959TZW	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR872BOU	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001184	HEK293T	cell line	Homo sapiens										FOXK2-human	DNA						2016-11-18	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF964DZH/, /files/ENCFF419RSJ/, /files/ENCFF873ARU/, /files/ENCFF541PSB/	39765	ENCODE Processing Pipeline	e092eaf39a95d574012ddae32b31b02a		https://www.encodeproject.org/files/ENCFF959TZW/@@download/ENCFF959TZW.bed.gz				released	s3://encode-public/2016/11/02/4f905ffd-97a6-4220-89c5-494779f08797/ENCFF959TZW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/02/4f905ffd-97a6-4220-89c5-494779f08797/ENCFF959TZW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	mild to moderate bottlenecking		
ENCFF045YGV	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR711UOA	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-892'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/116412/'], '@type': ['Target', 'Item'], 'name': 'ZNF837-human', 'label': 'ZNF837', '@id': '/targets/ZNF837-human/', 'title': 'ZNF837 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'f9534be6-da57-4527-a8bf-e5b7e469dba7', 'status': 'released'}				ZNF837-human	DNA				formaldehyde		2016-10-07	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF419RSJ/, /files/ENCFF852QSW/, /files/ENCFF323BRI/, /files/ENCFF048EHA/	47716	ENCODE Processing Pipeline	204f96adc46ce3491d20efd8a7250c2d		https://www.encodeproject.org/files/ENCFF045YGV/@@download/ENCFF045YGV.bed.gz				released	s3://encode-public/2016/11/01/74b394b8-8c5d-4f3e-bcc8-e59a36c84547/ENCFF045YGV.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/11/01/74b394b8-8c5d-4f3e-bcc8-e59a36c84547/ENCFF045YGV.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	missing biosample characterization, missing genetic modification characterization		
ENCFF786PVX	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR993DED	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1548'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/7761/'], '@type': ['Target', 'Item'], 'name': 'ZNF214-human', 'label': 'ZNF214', '@id': '/targets/ZNF214-human/', 'title': 'ZNF214 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '0d2830e2-f13d-4036-8672-4888253ff3fb', 'status': 'released'}				ZNF214-human	DNA				formaldehyde		2017-11-28	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF419RSJ/, /files/ENCFF471HZU/, /files/ENCFF932YMZ/, /files/ENCFF059TIA/	33033	ENCODE Processing Pipeline	c6744b3a0dc99a621abc761a081dde86		https://www.encodeproject.org/files/ENCFF786PVX/@@download/ENCFF786PVX.bed.gz				released	s3://encode-public/2017/11/27/41708342-4329-482f-beb0-a967499629ea/ENCFF786PVX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/11/27/41708342-4329-482f-beb0-a967499629ea/ENCFF786PVX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	mild to moderate bottlenecking, missing biosample characterization, missing genetic modification characterization, borderline replicate concordance		
ENCFF966YLG	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR513MGG	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1194'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/55900/'], '@type': ['Target', 'Item'], 'name': 'ZNF302-human', 'label': 'ZNF302', '@id': '/targets/ZNF302-human/', 'title': 'ZNF302 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '10025501-1498-45ab-829f-397e098b97aa', 'status': 'released'}				ZNF302-human	DNA				formaldehyde		2016-12-19	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF419RSJ/, /files/ENCFF736UTH/, /files/ENCFF847LGS/, /files/ENCFF133TMS/	35070	ENCODE Processing Pipeline	6a76af54071cfbe3f688b32726efae40		https://www.encodeproject.org/files/ENCFF966YLG/@@download/ENCFF966YLG.bed.gz				released	s3://encode-public/2016/12/16/a122efa1-5534-481d-b179-b1971f803214/ENCFF966YLG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2016/12/16/a122efa1-5534-481d-b179-b1971f803214/ENCFF966YLG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	archived	low read depth, missing biosample characterization, missing genetic modification characterization		
